Runtime: 57.4305231
Patient Count: 10000,Provider Count: 1000,Room Count: 500,Specialty Count: 10
Patient Scheduling Rate: 0.0648
Provider Scheduling Rates: 0.125,0.25,0.125,0.0,0.5,0.0,0.0,0.1111111111111111,0.0,0.0,0.2222222222222222,0.3333333333333333,0.0,0.0,0.2,0.14285714285714285,0.0,0.14285714285714285,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.42857142857142855,1.0,1.0,0.0,0.16666666666666666,1.0,0.2,0.0,0.0,1.0,0.14285714285714285,0.25,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.1111111111111111,0.0,1.0,0.0,0.0,0.0,0.125,0.0,0.0,0.1111111111111111,0.5,0.0,0.0,0.3333333333333333,0.42857142857142855,0.0,0.4,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.2222222222222222,0.0,0.0,0.25,0.1111111111111111,0.16666666666666666,0.0,0.5,0.0,0.2,0.0,0.5,0.2,0.5,0.125,0.0,0.16666666666666666,0.5,0.25,0.0,0.16666666666666666,0.5,0.375,0.5,0.0,0.5,0.14285714285714285,0.4,0.14285714285714285,0.0,0.16666666666666666,0.125,1.0,0.5,0.0,0.0,0.125,0.6666666666666666,0.0,0.25,0.25,0.0,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,1.0,0.5,0.0,0.0,0.16666666666666666,0.0,0.5,0.0,0.2222222222222222,0.0,0.0,0.0,0.14285714285714285,0.0,0.25,0.0,0.3333333333333333,0.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.1111111111111111,0.25,0.0,0.25,1.0,1.0,0.125,1.0,0.25,0.0,0.4,0.0,0.0,0.25,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.5,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,1.0,0.125,0.0,0.0,0.2222222222222222,0.16666666666666666,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.1111111111111111,0.5,0.0,0.125,0.0,0.0,0.2,0.0,0.0,0.0,0.125,0.2,0.0,0.0,1.0,0.2,0.0,1.0,0.875,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.2,1.0,0.0,0.5,0.0,1.0,0.2857142857142857,0.14285714285714285,0.25,0.0,0.5,0.0,0.2,0.1111111111111111,0.0,0.3333333333333333,0.75,0.0,0.16666666666666666,0.0,0.16666666666666666,0.25,0.25,0.0,0.25,0.5,0.0,0.14285714285714285,0.25,0.0,0.0,0.16666666666666666,0.0,0.1111111111111111,0.2,1.0,1.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.3333333333333333,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.2,0.0,0.125,0.0,0.0,0.0,1.0,0.2222222222222222,0.0,0.25,1.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.125,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.14285714285714285,0.14285714285714285,0.0,0.5,0.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.2857142857142857,0.6666666666666666,0.0,0.0,0.3333333333333333,0.14285714285714285,0.0,0.16666666666666666,0.0,0.2222222222222222,0.0,0.0,0.0,0.4,0.0,0.2,0.16666666666666666,0.1111111111111111,0.0,1.0,0.0,0.0,0.1111111111111111,0.0,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111,0.5,0.14285714285714285,0.0,0.2857142857142857,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.125,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.125,0.0,0.5,0.0,0.2222222222222222,0.0,0.0,0.0,0.25,0.0,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.3333333333333333,0.2,0.0,0.0,0.25,0.2,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,1.0,0.2222222222222222,0.0,1.0,0.14285714285714285,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3333333333333333,0.16666666666666666,0.0,1.0,0.125,0.0,0.0,1.0,0.14285714285714285,0.0,0.125,0.0,0.2222222222222222,0.14285714285714285,0.0,0.125,0.25,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.125,0.1111111111111111,0.16666666666666666,0.0,0.5,0.0,0.1111111111111111,1.0,0.5,0.0,0.0,1.0,0.2857142857142857,0.6666666666666666,0.0,0.5,0.3333333333333333,0.0,0.25,0.0,0.0,0.5,0.0,0.125,0.1111111111111111,0.16666666666666666,0.375,0.0,0.0,0.14285714285714285,0.3333333333333333,0.0,0.0,1.0,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.2222222222222222,0.3333333333333333,0.0,0.2,0.0,0.5,0.2222222222222222,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.2222222222222222,0.0,0.0,0.4,0.2857142857142857,0.3333333333333333,0.0,0.0,1.0,0.5,0.2,0.1111111111111111,0.4,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.4,0.0,0.25,0.0,1.0,0.125,0.25,0.3333333333333333,0.5,0.0,0.5,0.0,0.2857142857142857,0.0,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111,0.0,0.14285714285714285,0.16666666666666666,0.0,0.0,0.0,0.125,1.0,0.0,0.14285714285714285,0.0,0.2222222222222222,0.0,0.16666666666666666,0.0,0.3333333333333333,0.2,0.0,0.3333333333333333,0.0,0.0,0.1111111111111111,0.3333333333333333,0.0,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.5,0.6,0.25,0.0,0.0,0.125,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0.6666666666666666,0.0,0.0,0.0,0.1111111111111111,0.0,0.14285714285714285,0.0,0.2857142857142857,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.4,0.0,0.16666666666666666,0.2,0.0,0.0,0.14285714285714285,0.0,0.0,0.25,0.0,1.0,0.0,0.5,0.0,0.4,0.375,0.3333333333333333,0.0,0.1111111111111111,0.0,1.0,0.14285714285714285,0.3333333333333333,0.0,0.2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2,0.16666666666666666,0.3333333333333333,0.14285714285714285,0.0,0.0,0.125,0.0,0.0,0.0,0.75,0.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.25,0.14285714285714285,0.2857142857142857,0.0,0.2,0.25,0.0,0.5,0.25,0.16666666666666666,0.0,0.2,0.0,0.16666666666666666,0.0,0.0,0.25,0.0,0.16666666666666666,0.125,1.0,0.0,0.3333333333333333,0.0,0.25,0.0,0.0,0.0,0.16666666666666666,0.0,0.2857142857142857,1.0,0.6,0.0,0.5,0.2,0.0,0.1111111111111111,0.0,0.0,1.0,0.0,0.0,0.5,0.14285714285714285,0.125,0.0,0.0,0.16666666666666666,0.0,1.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.25,1.0,0.0,0.3333333333333333,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.125,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.5,1.0,0.2,0.1111111111111111,0.0,0.25,0.25,0.0,0.0,0.5,0.0,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.3333333333333333,0.5,0.14285714285714285,0.0,0.16666666666666666,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.5,0.0,0.0,0.14285714285714285,0.0,0.125,0.0,0.25,0.2,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,1.0,1.0,0.1111111111111111,0.0,0.3333333333333333,0.0,0.5,0.5,0.0,0.0,0.1111111111111111,0.0,0.0,1.0,0.1111111111111111,0.0,0.2,0.0,0.0,0.3333333333333333,0.0,0.125,0.2857142857142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.3333333333333333,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.25,1.0,0.14285714285714285,0.0,1.0,0.1111111111111111,0.0,0.2,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.125,0.1111111111111111,0.6666666666666666,0.0,0.125,0.14285714285714285,0.0,0.0,0.0,0.1111111111111111,0.16666666666666666,0.0,0.0,0.14285714285714285,0.0,0.5,0.0,0.16666666666666666,0.0,0.0,0.14285714285714285,0.0,0.0,0.16666666666666666,0.0,0.25,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,1.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.1111111111111111,0.5,0.0,0.0,0.2,0.0,0.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.125,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.2,0.0,0.14285714285714285,0.0,0.0,0.0,1.0,0.25,0.14285714285714285,0.0,0.0,0.0,0.5,0.2222222222222222,0.1111111111111111,0.0,0.25,0.0,0.3333333333333333,0.14285714285714285,0.125,1.0,0.4,0.2222222222222222,0.2857142857142857,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.14285714285714285,0.0,0.25,0.0,0.25,0.0,0.0,0.5,0.0,0.16666666666666666,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,1.0,0.5,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.25,0.0,0.14285714285714285,0.0,0.0,0.0,0.3333333333333333,0.0,0.125,0.375,0.5,0.125,1.0,0.0,0.0,0.16666666666666666,0.2,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,Average Rate: 0.18504682539682543

Patient ID,Provider ID,Room ID,Day Assigned,System Time Created, Simulation Time Created
14,779,348,30,93512228839400,52051347800
24,176,271,27,93512228880600,52051389000
34,967,170,22,93512228915400,52051423800
45,369,273,5,93512228976000,52051484400
59,726,300,15,93512229060300,52051568700
64,337,485,28,93513822507900,53645016300
77,31,108,10,93512229113400,52051621800
90,952,122,9,93512229183400,52051691800
102,890,190,18,93512229219800,52051728300
114,655,74,30,93512229282500,52051790900
119,903,337,1,93512229293000,52051801400
131,265,219,26,93512229348200,52051856700
148,712,343,25,93512229451400,52051959800
170,942,454,29,93512229558600,52052067000
180,468,61,21,93512229623200,52052131600
185,627,271,5,93512229656600,52052165000
330,536,180,0,93512230204200,52052712700
341,678,61,10,93512230239900,52052748400
353,99,311,3,93512230291200,52052799600
356,239,250,29,93512230309600,52052818000
359,508,299,7,93512230327900,52052836400
374,24,25,20,93512230419600,52052928000
388,667,152,0,93512230510600,52053019000
430,540,114,2,93512230685500,52053193900
433,561,322,26,93512230712900,52053221300
438,510,283,30,93512230746000,52053254400
449,672,461,15,93514212135600,54034644000
472,878,133,30,93515409190000,55231698400
488,514,137,9,93512230975700,52053484100
522,94,198,15,93512231124100,52053632500
532,831,21,4,93512231157400,52053665800
539,970,427,3,93516361501800,56184010200
567,25,247,5,93512231301200,52053809600
584,148,168,3,93512231357700,52053866100
634,128,149,2,93512231509600,52054018000
662,220,76,12,93512231630400,52054138800
663,18,56,26,93512231640300,52054148800
672,774,475,20,93516865157700,56687666100
685,493,339,7,93512231787300,52054295700
699,668,304,30,93512231830000,52054338400
702,479,42,7,93512231846900,52054355400
739,251,143,30,93517377542800,57200051300
753,750,438,4,93516116340600,55938849000
790,163,384,5,93515094004500,54916513000
795,566,165,23,93515871825100,55694333600
806,592,382,28,93514511412400,54333920800
820,534,391,22,93514102153300,53924661700
822,938,281,10,93512232321600,52054830000
829,630,327,2,93512232365000,52054873400
833,49,417,13,93512232382400,52054890800
836,655,323,20,93512232391800,52054900300
841,939,204,25,93512232416100,52054924600
859,735,21,11,93512232484500,52054992900
883,483,387,21,93512232609700,52055118100
888,821,225,18,93512232635500,52055144000
944,739,187,16,93515528210400,55350718800
960,821,333,15,93517039848000,56862356500
961,658,382,5,93513929747400,53752255800
965,605,16,8,93512234025400,52056533800
971,495,1,5,93512234050900,52056559300
1000,440,306,16,93512234157400,52056665800
1005,417,5,25,93512234199300,52056707700
1026,240,388,20,93512234266000,52056774400
1032,792,109,1,93512234292100,52056800500
1037,800,262,19,93512234324800,52056833200
1082,1,71,24,93512234451000,52056959400
1084,228,323,23,93512234458900,52056967300
1107,204,452,25,93512234555800,52057064200
1161,434,300,14,93512234815000,52057323400
1172,458,372,28,93512234862700,52057371100
1194,651,66,17,93512234933700,52057442100
1207,231,196,15,93512234989000,52057497400
1212,474,92,5,93512235020800,52057529300
1253,936,274,18,93512235172500,52057680900
1280,818,93,5,93512235302900,52057811300
1295,213,219,20,93515978596500,55801105000
1320,995,357,3,93517144841500,56967349900
1322,937,81,9,93512235398200,52057906700
1327,216,89,0,93512235415000,52057923400
1331,175,422,15,93512235423300,52057931700
1335,306,371,10,93512235439700,52057948100
1341,466,468,22,93512235472300,52057980700
1364,218,196,21,93512235576900,52058085400
1369,986,390,2,93512235617600,52058126000
1375,774,145,21,93515125277700,54947786100
1385,439,114,27,93515489083300,55311591700
1392,501,407,5,93512235699200,52058207600
1397,2,478,26,93516848558100,56671066500
1398,497,317,15,93515472804600,55295313100
1401,284,478,15,93512235747800,52058256200
1403,911,409,17,93516223968400,56046476800
1431,409,73,15,93512235853600,52058362000
1471,18,44,7,93512236000100,52058508500
1482,61,261,30,93512236025300,52058533700
1504,998,272,28,93512236139100,52058647500
1516,748,482,7,93512236197500,52058705900
1524,910,347,5,93512236240900,52058749300
1531,575,354,4,93512236274000,52058782400
1562,0,252,1,93512236413400,52058921800
1578,64,247,17,93512236495700,52059004100
1579,364,493,1,93512236504000,52059012500
1597,388,53,5,93512236595000,52059103400
1610,575,319,11,93516658749800,56481258300
1643,203,368,15,93512236785900,52059294300
1656,172,289,1,93512236861400,52059369900
1668,936,328,16,93512236895700,52059404100
1696,428,316,12,93512237027800,52059536200
1720,589,212,2,93512237110700,52059619200
1727,301,161,14,93512237153300,52059661700
1731,396,311,6,93512237180000,52059688500
1739,820,437,4,93512237213900,52059722400
1815,698,248,14,93512237476300,52059984700
1819,561,455,17,93512237494100,52060002500
1837,17,435,17,93513639803200,53462311600
1846,49,3,5,93516426583300,56249091700
1849,717,322,14,93512237646300,52060154700
1856,597,4,17,93512237699000,52060207400
1857,940,234,19,93514755728300,54578236700
1862,530,378,8,93512237716100,52060224500
1914,458,499,15,93512237947300,52060455700
1938,415,94,15,93512238033200,52060541600
1939,680,134,12,93512238042200,52060550600
1952,959,306,30,93515191381900,55013890300
1958,454,332,3,93512238128400,52060636800
1963,622,439,3,93512238146200,52060654600
1971,29,218,6,93512238183000,52060691400
1973,426,444,21,93512238191800,52060700200
2001,962,316,29,93512238308200,52060816600
2012,657,31,19,93516592701000,56415209500
2022,383,9,17,93512238399700,52060908100
2024,605,371,6,93512238416600,52060925000
2034,61,195,12,93512238465700,52060974100
2035,405,111,19,93512238473500,52060981900
2052,764,294,0,93514923148300,54745656700
2072,205,299,6,93512238540200,52061048600
2078,171,318,23,93512238565300,52061073700
2091,752,65,22,93512238625700,52061134100
2109,277,181,4,93514989859200,54812367600
2138,204,195,30,93512238799500,52061307900
2166,304,426,10,93512238924000,52061432400
2176,29,424,2,93512238974000,52061482400
2179,532,364,19,93515874041100,55696549500
2187,565,22,14,93512239023500,52061531900
2191,162,315,18,93512239040900,52061549300
2207,243,256,20,93512239098700,52061607200
2262,362,362,24,93512239315500,52061824000
2266,186,72,3,93516293564400,56116072800
2268,335,288,20,93512239332700,52061841100
2279,430,464,7,93512239375700,52061884100
2284,601,431,11,93517107006800,56929515200
2287,910,299,22,93515994454900,55816963300
2322,293,496,17,93512239552100,52062060600
2356,322,81,15,93516003681900,55826190400
2357,280,76,6,93512239727800,52062236300
2368,498,72,2,93512239744900,52062253400
2370,932,237,22,93512239753600,52062262000
2376,126,24,15,93512239781200,52062289700
2377,163,53,22,93514553356400,54375864800
2392,581,38,11,93512239841800,52062350200
2393,710,444,28,93512239850200,52062358600
2394,158,184,30,93512239859100,52062367500
2456,715,250,11,93512240106900,52062615300
2493,30,418,20,93512240280100,52062788600
2504,903,119,9,93512240349500,52062857900
2566,624,265,20,93512240681400,52063189800
2583,801,397,18,93512240766700,52063275100
2604,476,122,19,93512240870700,52063379200
2623,697,125,3,93512240922500,52063430900
2624,671,422,10,93516755885000,56578393500
2638,868,199,10,93512240966600,52063475100
2667,815,155,27,93517172285400,56994793800
2668,732,211,16,93513971106300,53793614700
2699,97,433,8,93512241168000,52063676500
2713,516,305,19,93512241228700,52063737100
2733,728,211,23,93512241272500,52063780900
2750,57,292,27,93515508690600,55331199100
2781,767,288,6,93515090652900,54913161300
2782,313,147,25,93512241445300,52063953700
2809,574,342,11,93512241531900,52064040300
2814,930,302,16,93512241558000,52064066400
2819,471,302,13,93512241567500,52064076000
2843,285,43,10,93515942992100,55765500500
2861,992,55,27,93512241743000,52064251400
2880,648,147,20,93512241830200,52064338600
2893,760,374,4,93512241909100,52064417500
2919,846,121,20,93512242021600,52064530000
2927,108,477,6,93515096726200,54919234600
2930,860,84,24,93512242083600,52064592000
2932,556,219,10,93512242092600,52064601100
2957,295,110,10,93512242218000,52064726400
2959,215,376,29,93512242227200,52064735600
2963,147,298,17,93512242245200,52064753600
2979,384,413,0,93516070627000,55893135500
2991,465,342,20,93517232619900,57055128400
3079,328,308,9,93512242759900,52065268400
3087,11,347,1,93512242801400,52065309800
3099,151,274,15,93512242846400,52065354800
3159,577,200,6,93512243113600,52065622100
3164,950,223,9,93512243140500,52065648900
3167,530,1,13,93512243168800,52065677200
3194,314,143,20,93512243293300,52065801700
3198,427,407,26,93512243301900,52065810300
3208,322,484,3,93512243329100,52065837500
3223,279,457,2,93512243392100,52065900500
3225,149,405,5,93512243401200,52065909700
3233,538,127,27,93512243457400,52065965800
3288,742,467,30,93514956603800,54779112200
3303,750,337,20,93512243808100,52066316500
3307,749,347,18,93512243817300,52066325700
3317,979,86,4,93512243862200,52066370700
3322,891,258,27,93513730628600,53553137100
3323,164,407,20,93512243890100,52066398500
3326,581,138,28,93512243918000,52066426400
3358,150,237,11,93514719346100,54541854500
3359,233,96,28,93512244081200,52066589700
3361,330,162,20,93512244099200,52066607600
3385,995,405,20,93512244173700,52066682100
3424,369,94,30,93512244363800,52066872200
3437,332,212,20,93512244435600,52066944000
3449,121,348,29,93514600863500,54423372000
3461,103,101,27,93512244526500,52067034900
3476,538,318,21,93512244618800,52067127200
3489,977,222,9,93512244694600,52067203000
3492,105,353,30,93512244713000,52067221500
3519,109,196,12,93516598550800,56421059200
3555,687,16,28,93512244932500,52067440900
3558,206,465,12,93514803105700,54625614100
3599,4,426,7,93512245087800,52067596200
3603,704,487,25,93512245115400,52067623900
3609,707,82,19,93512245142400,52067650900
3622,34,76,18,93512245180100,52067688500
3635,277,6,7,93512245245500,52067753900
3642,276,53,21,93512245282200,52067790600
3710,809,128,8,93512245579400,52068087800
3732,839,268,13,93512245663700,52068172100
3733,314,320,19,93512245673200,52068181600
3748,447,74,28,93515706951100,55529459500
3757,647,357,2,93514055306500,53877814900
3795,466,494,28,93512245933700,52068442100
3799,784,396,5,93514515318500,54337826900
3809,768,350,24,93512246026900,52068535300
3828,452,207,24,93512246119900,52068628300
3850,691,485,4,93512246223800,52068732300
3860,972,300,7,93514956593500,54779101900
3861,894,227,3,93514578786300,54401294800
3872,443,1,15,93512246327400,52068835800
3881,849,73,25,93512246374200,52068882600
3919,697,306,6,93514902000900,54724509300
3939,842,146,26,93512246619500,52069127900
3948,442,383,24,93512246639800,52069148300
3955,685,464,18,93512246668300,52069176700
3966,613,433,15,93512246725400,52069233800
3967,382,298,11,93512246735100,52069243500
3970,177,376,9,93512246754300,52069262700
3994,203,135,13,93512246829600,52069338000
4021,855,434,30,93512246981200,52069489600
4048,94,327,27,93512247058000,52069566400
4059,805,86,10,93514952765700,54775274100
4079,763,6,18,93512247181300,52069689800
4088,983,60,25,93513581751800,53404260200
4099,686,456,14,93512247306100,52069814500
4122,835,308,12,93515089953700,54912462100
4127,405,215,18,93512247430400,52069938900
4165,699,252,10,93512247581500,52070089900
4171,896,398,25,93516948137700,56770646200
